color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,Action,Adventure,Fantasy,SciFi,Thriller,Comedy,Romance,Animation,Western,Drama,Family,Mystery,Horror,Crime,Sport,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Neil Jordan,123,111,277,289,Stephen Rea,845,548934,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Tony Curran,Ondine ,16863,1554,Alicja Bachleda,2,celtic mythology|cottage|fisherman|irish|selkie,57,English,Ireland,PG-13,12000000,2009,327,6.8,1.85,0
Color,Vadim Perelman,78,90,26,350,Lynn Cohen,797,303439,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Eva Amurri Martino,The Life Before Her Eyes ,12125,2073,Brett Cullen,2,best friend|nonlinear timeline|school shooting|self sacrifice|shooting,78,English,USA,R,8000000,2007,474,6.4,2.35,1000
Color,Lawrence Kasdan,57,103,759,820,Mark Duplass,967,793352,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Dianne Wiest,Darling Companion ,2551,3878,Sam Shepard,1,dog|marriage|search|wedding|woods,25,English,USA,PG-13,,2012,830,5.1,2.35,0
Color,Marco Kreuzpaintner,69,120,7,289,Kate del Castillo,662,214202,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Zack Ward,Trade ,14831,1952,Alicja Bachleda,0,friend|girl|mexico city|new jersey|sex,75,English,Germany,R,12000000,2007,345,7.5,2.35,0
Color,Yimou Zhang,101,95,611,3,Ni Yan,9,190666,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Honglei Sun,"A Woman, a Gun and a Noodle Shop ",2410,18,Dahong Ni,1,betrayal|husband wife relationship|murder|noodles|salary,20,Mandarin,China,R,,2009,4,5.7,2.35,784
 Black and White,Chuan Lu,149,132,14,3,Yuanyuan Gao,52,119922,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ye Liu,City of Life and Death ,8429,91,Ryu Kohata,0,atrocity|battle|chinese|horseback riding|martial arts,62,Mandarin,China,R,12000000,2009,32,7.7,2.35,0
Color,Tim Johnson,165,94,12,183,Matt Jones,17000,177343675,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,Jim Parsons,Home ,70133,17883,April Winchell,0,alien friendship|alien invasion|australia|flying car|mother daughter relationship,214,English,USA,PG,135000000,2015,523,6.7,1.85,26000
Color,Lijun Sun,5,89,0,188,Tom Arnold,970,,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,Jon Heder,Legend of Kung Fu Rabbit ,408,1854,Rebecca Black,0,anthropomorphic animal|china|furry|rabbit,12,Mandarin,China,PG,,2011,618,3.2,,211
Color,Takashi Yamazaki,44,138,7,16,Meisa Kuroki,84,,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Takuya Kimura,Space Battleship Yamato ,4899,164,Hiroyuki Ikeuchi,0,alien|battleship|message|radiation|yamato,49,Japanese,Japan,TV-14,12000000,2010,33,6.1,2.35,0
Color,Renny Harlin,74,113,212,18,Kenneth Cranham,567,17149,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Richard Coyle,5 Days of War ,12128,708,Ana Imnadze,9,cameraman|epic battle|journalist|south ossetia|street shootout,61,English,Georgia,R,20000000,2011,111,5.6,2.35,0
Color,Christopher Smith,156,99,76,42,Michael Dorman,181,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Rachael Carpani,Triangle ,64423,433,Emma Lung,1,deja vu|lost at sea|ship|time loop|trapped in a time loop,293,English,UK,R,12000000,2009,168,6.9,2.35,13000
Color,Timothy Hines,1,111,0,247,Kelly LeBrock,1000,14616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Christopher Lambert,10 Days in a Madhouse ,314,2059,Alexandra Callas,1,,10,English,USA,R,12000000,2015,445,7.5,1.85,26000
Color,Randall Wallace,82,99,130,79,Connor Corum,399,91443253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Jacob Vargas,Heaven Is for Real ,21034,663,Rob Moran,,based on true story|christ|christian|near death experience|pastor,153,English,USA,PG,12000000,2014,116,5.8,2.35,23000
Color,David Winters,3,89,49,84,Matt Marr,551,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gary Daniels,Dancin' It's On ,105,895,Ginger Jensen,6,,7,English,USA,PG,12000000,2015,85,2.8,,634
Color,Jamie Thraves,35,100,2,388,Caroline Dhavernas,680,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Paddy Considine,The Cry of the Owl ,3737,1780,Charlotte Sullivan,2,isolated house|promotion|river|small town|stalking,27,English,UK,R,11500000,2009,544,6,2.35,443
Color,Mabel Cheung,6,130,3,2,Ching Wan Lau,215,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Wei Tang,A Tale of Three Cities ,117,244,Hailu Qin,1,,6,Chinese,China,,12000000,2015,27,6.2,2.35,4
Color,Dan Mazer,158,109,11,411,Zoey Deutch,22000,35537564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Robert De Niro,Dirty Grandpa ,49671,24063,Jason Mantzoukas,1,female removes her clothes|fondling|voyeur|voyeurism|white panties,166,English,USA,R,11500000,2016,851,6,2.35,11000
Color,Stephen Daldry,101,114,335,14,Selton Mello,585,10230,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,Wagner Moura,Trash ,14437,679,Daniel Zettel,0,bible|key|poverty|slum|wallet,26,Portuguese,UK,R,,2014,68,7.2,2.35,0
Color,Kenny Ortega,128,112,197,632,Matt Prokop,755,90556401,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,Lucas Grabeel,High School Musical 3: Senior Year ,43795,3507,Corbin Bleu,1,basketball|curtain call|graduation|high school|high school senior,171,English,USA,G,11000000,2008,734,4.5,1.85,0
Color,David O. Russell,410,116,737,141,Jack McGee,23000,93571803,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Christian Bale,The Fighter ,275869,23811,Melissa McMeekin,2,boxer|boxing|boxing match|crack cocaine|lowell massachusetts,389,English,USA,R,25000000,2010,238,7.9,2.35,36000
Color,Jeff Tremaine,104,92,79,218,Steve-O,608,72755517,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bam Margera,Jackass Number Two ,56595,1853,Chris Pontius,0,blindfold|male frontal nudity|male rear nudity|pubic hair|vomiting,196,English,USA,R,,2006,362,7.1,1.85,641
Color,R.J. Cutler,141,107,15,602,Mireille Enos,17000,50461335,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,ChloÃ« Grace Moretz,If I Stay ,83893,20466,Stacy Keach,3,car accident|coma|out of body experience|reference to the exploited|teenage girl,132,English,USA,PG-13,11000000,2014,1000,6.8,2.35,15000
Color,Brian Trenchard-Smith,30,92,53,32,Damien Garvey,84,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Zoe Ventoura,Drive Hard ,3104,179,Christopher Sommers,2,,33,English,Canada,Not Rated,12000000,2014,37,4.3,,774
Color,Oliver Parker,56,100,32,621,Rupert Everett,785,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lily Cole,St. Trinian's ,18220,3135,Tamsin Egerton,5,2000s|female protagonist|reward|school|st trinian's,102,English,UK,PG-13,13500000,2007,692,5.8,1.85,0
Color,Kevin Greutert,156,92,52,647,Shawnee Smith,723,27669413,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Costas Mandylor,Saw VI ,76207,3101,George Newbern,0,deception|flash photography|game of death|jigsaw|pig mask,194,English,Canada,R,11000000,2009,651,6,1.85,0
Color,Gina Prince-Bythewood,109,110,107,549,Alicia Keys,664,37766350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Nate Parker,The Secret Life of Bees ,19440,3376,Jennifer Hudson,5,beekeeping|insect in title|racism|sister|south carolina,56,English,USA,PG-13,11000000,2008,551,7.3,2.35,0
Color,John Crowley,351,111,34,54,Fiona Glascott,838,38317535,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Julie Walters,Brooklyn ,73249,995,Eva Birthistle,1,1950s|immigrant|irish|irish accent|torn between two worlds,212,English,UK,PG-13,11000000,2015,55,7.5,1.85,36000
Color,Dustin Hoffman,175,98,0,123,Sheridan Smith,358,18381787,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Luke Newberry,Quartet ,15684,1114,Pauline Collins,4,divorced couple|opera|reference to giuseppe verdi|retirement|senility,126,English,UK,PG-13,11000000,2012,156,6.8,2.35,13000
Color,Simon Curtis,203,109,64,553,Frances Fisher,16000,33305037,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ryan Reynolds,Woman in Gold ,33856,17866,Elizabeth McGovern,2,art|jewish|justice|nazi|theft,147,English,UK,PG-13,11000000,2015,638,7.3,2.35,34000
Color,Ethan Coen,535,104,1000,272,Max Casella,3000,13214255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Justin Timberlake,Inside Llewyn Davis ,96233,4082,Alex Karpovsky,1,1960s|car hitting an animal|folk singer|friend|singer,313,English,USA,R,11000000,2013,275,7.4,1.85,26000
Color,Agnieszka Holland,78,104,238,22,David Kennedy,60,352786,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Phyllida Law,Copying Beethoven ,11132,150,Angus Barnett,0,music copyist|music student|musical composition|student|symphony,86,English,USA,PG-13,11000000,2006,35,6.8,2.35,0
Color,Rowan Joffe,136,111,17,405,Sean Harris,845,,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Sam Riley,Brighton Rock ,5013,3117,Geoff Bell,2,brighton|catholic|gang|prayer|waitress,59,English,UK,R,12000000,2010,641,5.7,2.35,0
Color,David Hackl,160,95,43,357,Costas Mandylor,3000,56729973,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Julie Benz,Saw V ,88529,5286,Scott Patterson,0,blood splatter|jigsaw|nazi|serial killer|swastika tattoo,262,English,USA,R,10800000,2008,723,5.8,1.85,0
Color,Lisa Azuelos,54,97,15,19,Lina Esco,142,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Nora Dunn,LOL ,45144,248,Alix Freihage,1,best friend|girl in panties|high school|high school romance|pink panties,111,English,USA,PG-13,11000000,2012,79,4.3,2.35,18000
Color,Ray Lawrence,75,118,10,48,Deborra-Lee Furness,172,399879,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,John Howard,Jindabyne ,5772,378,Max Cullen,2,camp|fishing|fishing trip|river|town,115,English,Australia,R,15000000,2006,71,6.4,2.35,302
Color,Karan Johar,20,193,160,860,John Abraham,8000,3275443,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shah Rukh Khan,Kabhi Alvida Naa Kehna ,13998,10822,Preity Zinta,2,extramarital affair|fashion magazine editor|marriage|new york|teacher,264,Hindi,India,R,700000000,2006,1000,6,2.35,659
Color,Ruairi Robinson,120,98,7,507,Olivia Williams,805,23838,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Romola Garai,The Last Days on Mars ,28570,2271,Tom Cullen,0,alien infection|astronaut|mars|mission|zombie,160,English,UK,R,7000000,2013,766,5.5,2.35,0
Color,Jon Kasdan,81,97,21,499,Elena Anaya,17000,11043445,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Kristen Stewart,In the Land of Women ,27689,20312,Dustin Milligan,0,actress|love|michigan|neighbor|writer,74,English,USA,PG-13,10000000,2007,1000,6.5,2.35,1000
Color,Sajid Khan,10,144,0,119,Boman Irani,564,1165104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Arjun Rampal,Housefull ,8598,1121,Riteish Deshmukh,5,bad luck|casino|lie|mix up|stutter,43,Hindi,India,,,2010,154,5.3,,250
Color,Christopher Cain,43,111,58,258,Taylor Handley,482,1066555,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Jon Gries,September Dawn ,2618,1526,Trent Ford,0,massacre|mormon|settler|utah|wagon train,111,,USA,R,11000000,2007,362,5.8,1.85,411
Color,Dean Wright,43,145,0,280,Eduardo VerÃ¡stegui,639,5669081,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Santiago Cabrera,For Greater Glory: The True Story of Cristiada ,3665,1807,Catalina Sandino Moreno,1,catholic|hanging|mexico|rebellion|soldier,57,Spanish,Mexico,R,10818775,2012,377,6.6,2.35,0
Color,Eric Lartigau,94,106,7,24,Eric Elmosnino,68,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Karin Viard,La Famille BÃ©lier ,15060,175,FranÃ§ois Damiens,4,audition|deaf|family relationships|love|singing,27,French,France,,11000000,2014,29,7.4,1.85,0
Color,Shintaro Shimosawa,38,106,29,571,Anthony Hopkins,14000,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Al Pacino,Misconduct ,6935,27660,Glen Powell,3,black panties|lust|sexual attraction|voyeur|voyeurism,50,English,USA,R,11000000,2016,12000,5.3,2.35,0
Color,Darren Lynn Bousman,210,121,163,482,Shawnee Smith,723,80150343,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Costas Mandylor,Saw III ,142115,3189,Leigh Whannell,0,brutality|female full frontal nudity|female nudity|torture|trap,614,English,USA,R,10000000,2006,651,6.2,1.85,0
Color,James DeMonaco,165,109,65,393,Joseph Julian Soria,798,78845130,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Frank Grillo,The Purge: Election Year ,17596,2480,Mykelti Williamson,1,cathedral|minister|presidential election|reference to george washington|ritual sacrifice,94,English,France,R,10000000,2016,465,6.1,2.35,0
Color,Lee Daniels,323,109,304,736,Gabourey Sidibe,939,47536959,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mo'Nique,Precious ,86956,3276,Mariah Carey,0,abuse|african american lesbian|lesbian|lesbian couple|school,275,English,USA,R,10000000,2009,906,7.3,1.85,12000
Color,Darren Lynn Bousman,190,96,163,448,Shawnee Smith,723,63270259,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Costas Mandylor,Saw IV ,111087,3492,Angus Macfadyen,0,detective|fbi|rape|rapist|serial rapist,319,English,USA,R,10000000,2007,651,5.9,1.85,0
Color,Tyler Perry,46,107,0,685,Cicely Tyson,1000,63231524,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Boris Kodjoe,Madea's Family Reunion ,8962,5264,Blair Underwood,4,cross dressing|family reunion|madea series|reflective|sister sister relationship,137,English,USA,PG-13,6000000,2006,907,5,1.85,676
Color,John Madden,264,124,108,186,Penelope Wilton,1000,46377022,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Tom Wilkinson,The Best Exotic Marigold Hotel ,75306,1898,Celia Imrie,3,hotel|india|marigold|retiree|retirement,266,English,UK,PG-13,10000000,2011,400,7.3,2.35,48000
Color,William Brent Bell,159,97,19,130,Rupert Evans,4000,35794166,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Lauren Cohan,The Boy ,35654,4687,Stephanie Lemelin,0,animate doll|doll|england|nanny|surprise ending,155,English,USA,PG-13,10000000,2016,334,6,2.35,20000
Color,John Erick Dowdle,273,80,66,816,Bokeem Woodbine,2000,33583175,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Bojana Novakovic,Devil ,104089,5628,Geoffrey Arend,0,devil|elevator|hit and run|throat slitting|trapped in an elevator,319,English,USA,PG-13,10000000,2010,904,6.3,2.35,16000
Color,Leigh Whannell,242,97,482,482,Hayley Kiyoko,852,52200504,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Lin Shaye,Insidious: Chapter 3 ,54190,2426,Leigh Whannell,0,demon|possession|psychic|supernatural|teenager,183,English,Canada,PG-13,10000000,2015,542,6.1,2.35,29000
Color,Peter Sollett,166,90,6,617,Alexis Dziena,904,31487293,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Ari Graynor,Nick and Norah's Infinite Playlist ,74887,2807,Aaron Yoo,2,band|gay|gay friend|love|night,129,English,USA,PG-13,9000000,2008,715,6.7,1.85,0
Color,Greg Coolidge,85,103,27,534,Danny Woodburn,1000,28435406,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Dane Cook,Employee of the Month ,37681,4441,Jessica Simpson,2,competition|date|employee|laser in eyes|slacker,151,English,USA,PG-13,12000000,2006,809,5.5,1.85,0
Color,David Lowery,78,102,38,190,Oona Laurence,3000,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Bryce Dallas Howard,Pete's Dragon ,408,3691,Isiah Whitlock Jr.,0,,6,English,USA,PG,65000000,2016,424,7.3,2.35,21000
Color,CiarÃ¡n Foy,189,97,11,220,James Ransone,1000,27736779,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Laila Haley,Sinister 2 ,25210,2403,Jaden Klein,0,deputy|farmhouse|nightmare|private investigator|rural,126,English,USA,R,10000000,2015,412,5.2,2.35,13000
Color,Salim Akil,82,116,70,706,Curtis Armstrong,1000,24397469,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Omari Hardwick,Sparkle ,5161,5804,Mike Epps,7,1960s|death|girl group|nightclub|sister,48,English,USA,PG-13,17000000,2012,876,5.7,2.35,0
Color,Olatunde Osunsanmi,183,98,58,242,Will Patton,14000,25464480,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Milla Jovovich,The Fourth Kind ,63108,15251,Hakeem Kae-Kazim,0,abduction|alaska|alien|owl|patient,330,English,USA,PG-13,10000000,2009,537,5.9,2.35,15000
Color,Robert Altman,211,105,500,718,Virginia Madsen,11000,20338609,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Meryl Streep,A Prairie Home Companion ,19655,12946,Lily Tomlin,8,backstage|country music|cowboy|radio|singing,280,English,USA,PG-13,10000000,2006,912,6.8,2.35,683
Color,Colin Strause,221,97,25,861,Donald Faison,929,21371425,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,David Zayas,Skyline ,76199,3679,Brittany Daniel,0,apartment|blue light|drawing|group of friends|light,944,English,USA,PG-13,10000000,2010,927,4.4,2.35,13000
Color,John Madden,158,122,108,111,Celia Imrie,220,33071558,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Tina Desai,The Second Best Exotic Marigold Hotel ,22369,583,Ronald Pickup,6,sequel,100,English,UK,PG,10000000,2015,186,6.6,2.35,21000
Color,Patricia Rozema,73,101,22,558,Jane Krakowski,918,17655201,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Julia Ormond,Kit Kittredge: An American Girl ,4719,3317,Willow Smith,1,boarding house|girl|great depression|house|ohio,24,English,USA,G,10000000,2008,624,6.7,1.85,851
Color,Jeff Nichols,368,130,337,820,Tye Sheridan,11000,21589307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Matthew McConaughey,Mud ,135286,13960,Sam Shepard,1,14 year old|boat|bounty hunter|boy|river,261,English,USA,PG-13,10000000,2012,1000,7.4,2.35,27000
Color,Robert Ben Garant,89,84,134,307,Thomas Lennon,655,20339754,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Wendi McLendon-Covey,Reno 911!: Miami ,23928,2737,Carlos Alazraqui,2,beach|police|sex scene|spring break|vomiting,73,English,USA,R,10000000,2007,651,5.9,1.85,441
Color,Morgan Spurlock,83,106,293,547,Zayn Malik,773,28873374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harry Styles,One Direction: This Is Us ,22161,2787,Niall Horan,11,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,68,English,USA,PG,10000000,2013,734,4.1,1.85,0
Color,Neal Brennan,83,89,23,503,Noureen DeWulf,839,15102127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rob Riggle,"The Goods: Live Hard, Sell Hard ",17790,3973,Charles Napier,5,fourth of july|looking at one's self in a mirror|mirror|sex toy|young version of character,59,English,USA,R,,2009,700,5.8,1.85,0
Color,Simon Curtis,386,99,64,918,Toby Jones,13000,14597405,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Eddie Redmayne,My Week with Marilyn ,71679,17204,Julia Ormond,1,actress|assistant director|blonde bombshell|movie star|wardrobe,216,English,UK,R,6400000,2011,2000,7,2.35,17000
Color,Joel Edgerton,297,108,0,458,Allison Tolman,1000,43771291,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Busy Philipps,The Gift ,79909,3215,Wendell Pierce,1,compulsive liar|fired from a job|gift|rape|substance abuse,279,English,USA,R,5000000,2015,562,7.1,2.35,15000
Color,Tim Burton,325,106,13000,309,Danny Huston,11000,14479776,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Christoph Waltz,Big Eyes ,55539,12418,Jon Polito,3,1950s|abusive husband|artist|painting|secret,147,English,USA,PG-13,10000000,2014,430,7,1.85,20000
Color,Jorma Taccone,163,95,434,472,Will Forte,1000,8460995,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Jasper Cole,MacGruber ,35888,2618,Powers Boothe,3,colonel|lieutenant|nuclear warhead|team|washington d.c.,125,English,USA,R,10000000,2010,622,5.5,2.35,0
Color,Elizabeth Banks,180,94,0,3000,Kate Winslet,20000,8828771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Hugh Jackman,Movie 43 ,79146,41059,Seth MacFarlane,10,awkwardness|embarrassment|gross out|irreverence|shame,352,English,USA,R,6000000,2013,14000,4.3,1.85,25000
Color,Florian Henckel von Donnersmarck,321,103,207,3000,Angelina Jolie Pitt,40000,67631157,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Johnny Depp,The Tourist ,176606,55175,Rufus Sewell,0,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,374,English,USA,PG-13,100000000,2010,11000,6,2.35,25000
Color,Jeff Lowell,100,95,4,655,William Morgan Sheppard,939,7563670,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Stephen Root,Over Her Dead Body ,21268,3651,Wendi McLendon-Covey,0,accident|diary|ghost|psychic|veterinarian,53,English,USA,PG-13,10000000,2008,702,5.2,2.35,518
 Black and White,Lorene Scafaria,265,101,63,172,Mark Moses,7000,6619173,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,Steve Carell,Seeking a Friend for the End of the World ,87203,7747,Rob Huebel,2,candle|end of the world|letter|record|road trip,221,English,USA,R,10000000,2012,353,6.7,2.35,25000
Color,Miguel Arteta,212,87,44,727,Stephen Root,1000,6857503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kurtwood Smith,Cedar Rapids ,32697,4769,Alia Shawkat,1,award|cedar rapids iowa|convention|hotel|insurance,85,English,USA,R,,2011,939,6.3,1.85,0
Color,Marcus Dunstan,147,82,87,444,Johanna Braddy,1000,6842058,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Daniel Sharman,The Collection ,36029,3818,Lee Tergesen,0,booby trap|brainwashing|mercenary|serial killer|trap,99,English,USA,R,10000000,2012,581,6.1,2.35,14000
Color,Jason Bateman,126,89,0,322,Philip Baker Hall,628,7764027,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Beth Grant,Bad Words ,38459,2061,Patricia Belcher,0,directed by star|indian american|spelling|spelling bee|two word title,119,English,USA,R,10000000,2013,497,6.7,2.35,0
Color,David Schwimmer,168,100,0,231,Iddo Goldberg,427,5998971,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Dylan Moran,"Run, Fatboy, Run ",58509,1022,India de Beaufort,0,blister|gym|marathon|training|wedding,143,English,UK,PG-13,,2007,269,6.6,2.35,0
Color,Mike Binder,91,121,57,664,Gillian Jacobs,1000,21569041,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Jennifer Ehle,Black or White ,8058,3745,Jillian Estell,2,color in title,57,English,USA,PG-13,9000000,2014,837,6.6,2.35,0
Color,Werner Herzog,198,120,0,294,Toby Huss,23000,5484375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Christian Bale,Rescue Dawn ,84641,24270,FranÃ§ois Chau,0,bombing|guard|jungle|laos|prisoner,205,English,USA,PG-13,10000000,2006,342,7.3,1.85,0
Color,Dan Fogelman,139,106,102,970,Jennifer Garner,14000,5348317,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Al Pacino,Danny Collins ,20810,18712,Melissa Benoist,0,entertainer|inspiration|lost opportunity|pregnant mother|rock star,100,English,USA,R,10000000,2015,3000,7.1,,0
Color,Jay Duplass,182,83,157,581,Evan Ross,2000,4244155,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Judy Greer,"Jeff, Who Lives at Home ",56005,3374,Rae Dawn Chong,5,basement|errand|secret admirer|slacker|wrong number,112,English,USA,R,10000000,2011,616,6.5,1.85,0
Color,Luca Guadagnino,181,120,64,72,Waris Ahluwalia,144,5004648,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Flavio Parenti,I Am Love ,14031,474,Alba Rohrwacher,1,chef|friend|italy|restaurant|russian,114,Italian,Italy,R,10000000,2009,110,7,1.85,0
Color,John Putch,23,111,60,699,Diedrich Bader,823,3333823,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Robert Picardo,Atlas Shrugged II: The Strike ,5612,5262,Esai Morales,0,box office flop|critically bashed|government|industrialist|railroad,122,English,USA,PG-13,10000000,2012,759,5.5,2.35,0
Color,Victor Salva,44,120,108,400,Tim DeKay,634,1055654,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Scott Mechlowicz,Peaceful Warrior ,20426,2673,Agnes Bruckner,1,college|college athlete|comeback|gymnast|olympics,175,English,Germany,PG-13,10000000,2006,436,7.3,2.35,0
Color,Tom Brady,49,97,105,269,Kevin Nealon,982,2331318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Don Johnson,Bucky Larson: Born to Be a Star ,9541,2603,Nicholas Turturro,1,diner|eating a banana|masturbation|porn star|shooting a pornographic movie,64,English,USA,R,10000000,2011,503,3.3,1.85,0
Color,Jason Zada,185,93,4,4,Stephanie Vogt,533,26583369,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Eoin Macken,The Forest ,20837,578,Gen Seto,1,forest|japan|suicide|suicide forest|supernatural,127,English,USA,PG-13,10000000,2016,35,4.8,1.85,10000
Color,Noah Baumbach,270,97,387,64,Maria Dizzia,6000,7574066,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Naomi Watts,While We're Young ,30325,6322,Dree Hemingway,2,documentary filmmaker|documentary filmmaking|father in law|generation z|hipster,96,English,USA,R,10000000,2014,139,6.3,1.85,0
Color,Chris Weitz,94,98,129,221,Eddie 'Piolin' Sotelo,749,1754319,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,DemiÃ¡n Bichir,A Better Life ,13174,2214,Robert Peters,0,gang|gardener|money|police|truck,81,English,USA,PG-13,10000000,2011,252,7.2,1.85,0
Color,Ariel Vromen,221,106,34,683,James Franco,11000,1939441,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Chris Evans,The Iceman ,55567,23187,Robert Davi,1,based on true story|contract killer|crime family|murder of a girl|serial murderer,144,English,USA,R,10000000,2012,11000,6.9,1.85,20000
Color,Rakesh Roshan,20,168,53,45,Rekha,307,,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Naseeruddin Shah,Krrish ,12411,616,Sharat Saxena,0,breaking the fourth wall|breaking the fourth wall by talking to the audience|computer|mask|singapore,110,Hindi,India,Not Rated,10000000,2006,200,6.3,2.35,533
